SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
MLS Listing,Single Family Residential,9 Cedar Ln,Chappaqua,NY,10514,675000,4,2.5,Chappaqua,2141,54885,1951,2,Garage,3,Active,,,,,675000,,,http://www.redfin.com/NY/Chappaqua/9-Cedar-Ln-10514/home/20092638,"Hudson Gateway Multiple Listing Service, Inc.",4632970,"William Raveis-New York, LLC",N,Y,41.1855819,-73.774265,false
MLS Listing,Single Family Residential,1 Pond Hill Rd,Chappaqua,NY,10514,799000,3,3,Chappaqua,1580,37274,1951,2,Garage,3,Active,,,,,799000,2012-09-19,625000,http://www.redfin.com/NY/Chappaqua/1-Pond-Hill-Rd-10514/home/20089584,"Hudson Gateway Multiple Listing Service, Inc.",4632836,Douglas Elliman Real Estate,N,Y,41.165355,-73.783359,false
MLS Listing,Single Family Residential,8 Hunting Ridge Pl,Chappaqua,NY,10514,1180000,4,3.5,Chappaqua,4483,101494,1956,2,Garage,4,Active,,,,,1180000,,,http://www.redfin.com/NY/Chappaqua/8-Hunting-Ridge-Pl-10514/home/20092365,"Hudson Gateway Multiple Listing Service, Inc.",4632580,Houlihan Lawrence Inc.,N,Y,41.177824,-73.764721,false
MLS Listing,Single Family Residential,1272 Hardscrabble Rd,Chappaqua,NY,10514,1995000,4,5,Chappaqua,4560,123226,1867,2,Garage,5,Active,,,,,1995000,,,http://www.redfin.com/NY/Chappaqua/1272-Hardscrabble-Rd-10514/home/20092632,"Hudson Gateway Multiple Listing Service, Inc.",4625670,"William Raveis-New York, LLC",N,Y,41.18653,-73.78554,false
MLS Listing,Single Family Residential,79 Prospect Dr,Chappaqua,NY,10514,1149000,5,3.5,Chappaqua,3117,17031,1925,1,Garage,7,Active,,,,,1149000,,,http://www.redfin.com/NY/Chappaqua/79-Prospect-Dr-10514/home/20085865,"Hudson Gateway Multiple Listing Service, Inc.",4626912,"William Raveis-New York, LLC",N,Y,41.158752,-73.768768,false
MLS Listing,Single Family Residential,252 Quaker Rd,Chappaqua,NY,10514,849000,3,2.5,Chappaqua,1712,14035,1923,1,Garage,12,Active,,,,,849000,2011-01-03,690000,http://www.redfin.com/NY/Chappaqua/252-Quaker-Rd-10514/home/20087274,"Hudson Gateway Multiple Listing Service, Inc.",4630161,Douglas Elliman Real Estate,N,Y,41.162467,-73.77682,false
MLS Listing,Single Family Residential,90 Orchard Ridge Rd,Chappaqua,NY,10514,765000,4,2.5,Chappaqua,1672,9147,1928,1,Garage,12,Active,,,,,765000,2007-05-01,785000,http://www.redfin.com/NY/Chappaqua/90-Orchard-Ridge-Rd-10514/home/20089393,"Hudson Gateway Multiple Listing Service, Inc.",4631879,"William Raveis-New York, LLC",N,Y,41.163451,-73.766326,false
MLS Listing,Single Family Residential,763 Hardscrabble Rd,Chappaqua,NY,10514,1049000,4,3.5,Chappaqua,3963,194634,1972,2,Garage,12,Active,,,,,1049000,2011-12-05,908200,http://www.redfin.com/NY/Chappaqua/763-Hardscrabble-Rd-10514/home/20101139,"Hudson Gateway Multiple Listing Service, Inc.",4631455,"William Raveis-New York, LLC",N,Y,41.157809,-73.793514,false
MLS Listing,Single Family Residential,11 Boulder Trl,Chappaqua,NY,10514,1899000,5,4.5,Chappaqua,6495,40510,1995,3,Garage,13,Active,,,,,1899000,2007-01-05,2050000,http://www.redfin.com/NY/Chappaqua/11-Boulder-Trl-10514/home/20101573,"Hudson Gateway Multiple Listing Service, Inc.",4631444,"William Raveis-New York, LLC",N,Y,41.153412,-73.799693,false
MLS Listing,Condo/Coop,161 Birchwood Close,Chappaqua,NY,10514,340000,1,1,Chappaqua,860,34,1987,1,Garage,14,Active,,,,,340000,2014-01-23,290000,http://www.redfin.com/NY/Chappaqua/161-Birchwood-Close-10514/home/20089001,"Hudson Gateway Multiple Listing Service, Inc.",4631542,Coldwell Banker Res Brokerage,N,Y,41.150161,-73.765635,false
MLS Listing,Single Family Residential,5 Brittany Ct,Chappaqua,NY,10514,1169000,4,3.5,Chappaqua,5114,113256,1996,2,Garage,14,Active,,,,,1169000,2000-10-24,850000,http://www.redfin.com/NY/Chappaqua/5-Brittany-Ct-10514/home/20100940,"Hudson Gateway Multiple Listing Service, Inc.",4630236,Platinum Drive Realty Inc,N,Y,41.155856,-73.79488,false
MLS Listing,Single Family Residential,28 Lawrence Farms Crossway,Chappaqua,NY,10514,1299000,3,2.5,Chappaqua,2758,229561,1960,2,Garage,14,Active,,,,,1299000,,,http://www.redfin.com/NY/Chappaqua/28-Lawrence-Farms-Crossway-10514/home/20090706,"Hudson Gateway Multiple Listing Service, Inc.",4625846,Houlihan Lawrence Inc.,N,Y,41.189841,-73.764787,false
MLS Listing,Single Family Residential,58 Maple Ave,Chappaqua,NY,10514,399000,2,1,Chappaqua,711,12196,1930,0,,17,Active,,,,,399000,,,http://www.redfin.com/NY/Chappaqua/58-Maple-Ave-10514/home/20087941,"Hudson Gateway Multiple Listing Service, Inc.",4631147,Douglas Elliman Real Estate,N,Y,41.161033,-73.769889,false
MLS Listing,Single Family Residential,145 Ridgewood Ter,Chappaqua,NY,10514,660960,3,2.5,Chappaqua,1920,16339,1972,2,Garage,18,Active,,,,,660960,2009-11-17,674000,http://www.redfin.com/NY/Chappaqua/145-Ridgewood-Ter-10514/home/20087745,"Hudson Gateway Multiple Listing Service, Inc.",4627974,"William Raveis-New York, LLC",N,Y,41.156265,-73.76138,false
MLS Listing,Single Family Residential,501 Quaker Rd,Chappaqua,NY,10514,799000,3,3,Chappaqua,3260,55321,1962,2,Garage,18,Active,,,,,799000,2006-08-15,895000,http://www.redfin.com/NY/Chappaqua/501-Quaker-Rd-10514/home/20092356,"Hudson Gateway Multiple Listing Service, Inc.",4630933,Houlihan Lawrence Inc.,N,Y,41.178764,-73.776555,false
MLS Listing,Single Family Residential,52 North Way,Chappaqua,NY,10514,880013,4,2.5,Chappaqua,2762,87120,1960,2,Garage,19,Active,,,,,880013,,,http://www.redfin.com/NY/Chappaqua/52-North-Way-10514/home/20086839,"Hudson Gateway Multiple Listing Service, Inc.",4629939,Houlihan Lawrence Inc.,N,Y,41.171003,-73.761561,false
MLS Listing,Single Family Residential,38 Turner Dr,Chappaqua,NY,10514,869000,4,3,Chappaqua,3230,62726,1948,1,Garage,20,Active,,,,,869000,,,http://www.redfin.com/NY/Chappaqua/38-Turner-Dr-10514/home/20093367,"Hudson Gateway Multiple Listing Service, Inc.",4630348,Houlihan Lawrence Inc.,N,Y,41.198921,-73.773431,false
MLS Listing,Single Family Residential,34 Elizabeth St,Chappaqua,NY,10514,545000,3,1.5,Chappaqua,1879,21780,1930,1,Garage,20,Active,,,,,545000,,,http://www.redfin.com/NY/Chappaqua/34-Elizabeth-St-10514/home/20089625,"Hudson Gateway Multiple Listing Service, Inc.",4629334,"William Raveis-New York, LLC",N,Y,41.166042,-73.78712,false
MLS Listing,Single Family Residential,2 Dunbow Dr,Chappaqua,NY,10514,675000,3,2,Chappaqua,1533,28314,1952,2,Garage,21,Active,,,,,675000,2001-10-04,487000,http://www.redfin.com/NY/Chappaqua/2-Dunbow-Dr-10514/home/20089466,"Hudson Gateway Multiple Listing Service, Inc.",4628393,Houlihan Lawrence Inc.,N,Y,41.161842,-73.782961,false
MLS Listing,Single Family Residential,10 Berrybrook Cir,Chappaqua,NY,10514,1099000,4,4.5,Chappaqua,3598,128066,1977,2,Garage,28,Active,,,,,1099000,,,http://www.redfin.com/NY/Chappaqua/10-Berry-Brook-Cir-10514/home/20090750,"Hudson Gateway Multiple Listing Service, Inc.",4628455,Houlihan Lawrence Inc.,N,Y,41.1884,-73.76519,false
MLS Listing,Single Family Residential,49 Stornowaye St,Chappaqua,NY,10514,2499999,4,4,Chappaqua,5023,87991,1972,3,Garage,28,Active,,,,,2499999,2002-03-12,785000,http://www.redfin.com/NY/Chappaqua/49-Stornowaye-St-10514/home/20088982,"Hudson Gateway Multiple Listing Service, Inc.",4628207,Houlihan Lawrence Inc.,N,Y,41.163339,-73.747595,false
MLS Listing,Single Family Residential,9 Pebblebrook Way,Chappaqua,NY,10514,1300000,4,3,Chappaqua,3642,53143,1999,2,Garage,30,Active,,,,,1300000,2000-05-15,789500,http://www.redfin.com/NY/Chappaqua/9-Pebblebrook-Way-10514/home/20031665,"Hudson Gateway Multiple Listing Service, Inc.",4629196,Greater Metro Realty Group LLC,N,Y,41.154354,-73.800777,false
MLS Listing,Condo/Coop,150 N Bedford Rd Unit 4F,Chappaqua,NY,10514,339000,1,1,Chappaqua,980,34,1982,1,Garage,32,Active,,,,,339000,2004-10-21,325000,http://www.redfin.com/NY/Chappaqua/150-S-Bedford-Rd-10514/unit-4F/home/103502317,"Hudson Gateway Multiple Listing Service, Inc.",4628886,"William Raveis-New York, LLC",N,Y,41.156063,-73.767428,false
MLS Listing,Single Family Residential,10 Random Farms Dr,Chappaqua,NY,10514,1349000,4,3.5,Chappaqua,3300,25395,1994,2,Garage,33,Active,,,,,1349000,,,http://www.redfin.com/NY/Chappaqua/10-Random-Farms-Dr-10514/home/20093723,"Hudson Gateway Multiple Listing Service, Inc.",4625479,"William Raveis-New York, LLC",N,Y,41.207696,-73.784021,false
MLS Listing,Vacant Land,767 King St,Chappaqua,NY,10514,1395000,,,Chappaqua,,561924,,0,,34,Active,,,,,1395000,,,http://www.redfin.com/NY/Chappaqua/767-King-St-10514/home/40408572,"Hudson Gateway Multiple Listing Service, Inc.",4628392,Houlihan Lawrence Inc.,N,Y,41.1437528,-73.7513122,false
MLS Listing,Single Family Residential,15 Deerfield Rd,Chappaqua,NY,10514,1599000,5,4.5,Chappaqua,5130,54105,1973,2,Garage,35,Active,,,,,1599000,2015-07-22,1726450,http://www.redfin.com/NY/Chappaqua/15-Deerfield-Rd-10514/home/20090709,"Hudson Gateway Multiple Listing Service, Inc.",4626266,"William Raveis-New York, LLC",N,Y,41.189009,-73.766763,false
MLS Listing,Single Family Residential,979 King St,Chappaqua,NY,10514,1250000,3,2.5,Chappaqua,3600,50682,1800,2,Garage,35,Active,,,,,1250000,,,http://www.redfin.com/NY/Chappaqua/979-King-St-10514/home/20098151,"Hudson Gateway Multiple Listing Service, Inc.",4628247,Douglas Elliman Real Estate,N,Y,41.1352649,-73.7501039,false
MLS Listing,Single Family Residential,19 Chappaqua Mountain Rd,Chappaqua,NY,10514,799000,4,3,Chappaqua,2153,55321,1960,2,Garage,37,Active,,,,,799000,,,http://www.redfin.com/NY/Chappaqua/19-Chappaqua-Mountain-Rd-10514/home/20090212,"Hudson Gateway Multiple Listing Service, Inc.",4627825,Houlihan Lawrence Inc.,N,Y,41.170993,-73.774181,false
MLS Listing,Single Family Residential,27 Elm St,Chappaqua,NY,10514,679000,4,3.5,Chappaqua,2117,14200,1897,2,Garage,39,Active,,,,,679000,,,http://www.redfin.com/NY/Chappaqua/27-Elm-St-10514/home/20089245,"Hudson Gateway Multiple Listing Service, Inc.",4627255,RE/MAX Ace Realty,N,Y,41.157248,-73.764245,false
MLS Listing,Single Family Residential,9 By Way,Chappaqua,NY,10514,1500000,4,3.5,Chappaqua,3967,50324,1948,2,Garage,39,Active,,,,,1500000,2007-08-15,1950000,http://www.redfin.com/NY/Chappaqua/9-By-Way-10514/home/20092512,"Hudson Gateway Multiple Listing Service, Inc.",4627758,Houlihan Lawrence Inc.,N,Y,41.172399,-73.755581,false
MLS Listing,Condo/Coop,14 Pondview Close,Chappaqua,NY,10514,599000,3,2.5,Chappaqua,1648,26571,1978,1,Garage,39,Active,,,,,599000,2007-02-01,500000,http://www.redfin.com/NY/Chappaqua/14-Pondview-Close-10514/unit-40/home/20099487,"Hudson Gateway Multiple Listing Service, Inc.",4627707,Houlihan Lawrence Inc.,N,Y,41.1463081,-73.770726,false
MLS Listing,Condo/Coop,150 N Bedford Rd Unit 4D,Chappaqua,NY,10514,297000,1,1,Chappaqua,800,,1984,1,Garage,40,Active,,,,,297000,2002-07-24,235000,http://www.redfin.com/NY/Chappaqua/150-S-Bedford-Rd-10514/unit-4D/home/103496453,"Hudson Gateway Multiple Listing Service, Inc.",4627420,Coldwell Banker Res. Brokerage,N,Y,41.156063,-73.767428,false
MLS Listing,Single Family Residential,385 Roaring Brook Rd,Chappaqua,NY,10514,1199000,4,3.5,Chappaqua,3441,109096,1790,2,Garage,46,Active,,,,,1199000,,,http://www.redfin.com/NY/Chappaqua/385-Roaring-Brook-Rd-10514/home/20091030,"Hudson Gateway Multiple Listing Service, Inc.",4626268,Houlihan Lawrence Inc.,N,Y,41.182018,-73.771601,false
MLS Listing,Single Family Residential,260 Mill River Rd,Chappaqua,NY,10514,1149900,4,4.5,Chappaqua,3534,118047,2016,2,Garage,48,Active,,,,2016-07-21,1199900,2015-11-03,210000,http://www.redfin.com/NY/Chappaqua/260-Mill-River-Rd-10514/home/23097605,"Hudson Gateway Multiple Listing Service, Inc.",4626106,Keller Williams Realty Group,N,Y,41.151031,-73.783507,false
MLS Listing,Single Family Residential,258 Mill River Rd,Chappaqua,NY,10514,1300000,4,6,Chappaqua,3926,127630,2016,2,Garage,48,Active,,,,2016-07-21,1349900,2015-11-03,225000,http://www.redfin.com/NY/Chappaqua/258-Mill-River-Rd-10514/home/23097606,"Hudson Gateway Multiple Listing Service, Inc.",4626036,Keller Williams Realty Group,N,Y,41.15107,-73.783507,false
MLS Listing,Single Family Residential,1 Hayrake,Chappaqua,NY,10514,2295000,5,5.5,Chappaqua,7487,43995,1991,3,Garage,48,Active,,,,,2295000,1996-04-30,869000,http://www.redfin.com/NY/Chappaqua/1-Hayrake-Ln-10514/home/20092592,"Hudson Gateway Multiple Listing Service, Inc.",4625656,"William Raveis-New York, LLC",N,Y,41.185144,-73.77246,false
MLS Listing,Single Family Residential,64 Castle Rd,Chappaqua,NY,10514,649000,3,2.5,Chappaqua,1578,7527,1922,2,Garage,49,Active,2016-07-31,14:30,16:00,,649000,,,http://www.redfin.com/NY/Chappaqua/64-Castle-Rd-10514/home/20089413,"Hudson Gateway Multiple Listing Service, Inc.",4625510,"William Raveis-New York, LLC",N,Y,41.163246,-73.767962,false
MLS Listing,Single Family Residential,39 Dunbow Dr,Chappaqua,NY,10514,905000,4,2.5,Chappaqua,1890,13547,1964,2,Garage,50,Active,,,,,905000,,,http://www.redfin.com/NY/Chappaqua/39-Dunbow-Dr-10514/home/20087259,"Hudson Gateway Multiple Listing Service, Inc.",4624993,Douglas Elliman Real Estate,N,Y,41.1610124,-73.7836245,false
MLS Listing,Single Family Residential,481 Quaker Rd,Chappaqua,NY,10514,799000,3,3,Chappaqua,2845,45589,1960,2,Garage,52,Active,,,,,799000,2001-04-05,450000,http://www.redfin.com/NY/Chappaqua/481-Quaker-Rd-10514/home/20092374,"Hudson Gateway Multiple Listing Service, Inc.",4623591,Houlihan Lawrence Inc.,N,Y,41.1775499,-73.776855,false
MLS Listing,Single Family Residential,25 Annandale Dr,Chappaqua,NY,10514,1200000,5,4.5,Chappaqua,3289,,1952,2,Garage,53,Active,,,,,1200000,,,http://www.redfin.com/NY/Chappaqua/25-Annandale-Rd-10514/home/20090044,"Hudson Gateway Multiple Listing Service, Inc.",4625233,Houlihan Lawrence Inc.,N,Y,41.178699,-73.745875,false
MLS Listing,Single Family Residential,62 Hilltop Dr,Chappaqua,NY,10514,1750000,4,4.5,Chappaqua,5059,44866,1968,3,Garage,54,Active,,,,,1750000,1996-07-16,485000,http://www.redfin.com/NY/Chappaqua/62-Hilltop-Dr-10514/home/19994063,"Hudson Gateway Multiple Listing Service, Inc.",4605621,Houlihan Lawrence Inc.,N,Y,41.182866,-73.792477,false
MLS Listing,Single Family Residential,87 Valley Ln,Chappaqua,NY,10514,2300000,6,8.5,Chappaqua,7658,142441,1971,3,Garage,55,Active,,,,,2300000,,,http://www.redfin.com/NY/Chappaqua/87-Valley-Ln-10514/home/20092655,"Hudson Gateway Multiple Listing Service, Inc.",4624614,Houlihan Lawrence Inc.,N,Y,41.184241,-73.783781,false
MLS Listing,Single Family Residential,205 Mill River Rd,Chappaqua,NY,10514,664999,3,2.5,Chappaqua,2125,17319,1966,1,Garage,55,Active,,,,,664999,2007-02-08,530000,http://www.redfin.com/NY/Chappaqua/205-Mill-River-Rd-10514/home/20101546,"Hudson Gateway Multiple Listing Service, Inc.",4624472,"William Raveis-New York, LLC",N,Y,41.154274,-73.780255,false
MLS Listing,Single Family Residential,22 Kipp St,Chappaqua,NY,10514,715000,3,2.5,Chappaqua,1854,32234,1964,1,Garage,66,Active,,,,2016-07-07,739000,2010-04-27,740000,http://www.redfin.com/NY/Chappaqua/22-Kipp-St-10514/home/20089594,"Hudson Gateway Multiple Listing Service, Inc.",4622859,Houlihan Lawrence Inc.,N,Y,41.163504,-73.779852,false
MLS Listing,Single Family Residential,2 Commodore Rd,Chappaqua,NY,10514,1299000,4,3.5,Chappaqua,3082,36542,1937,2,Garage,67,Active,,,,,1299000,,,http://www.redfin.com/NY/Chappaqua/2-Commodore-Rd-10514/home/20090183,"Hudson Gateway Multiple Listing Service, Inc.",4622613,Houlihan Lawrence Inc.,N,Y,41.167599,-73.777605,false
MLS Listing,Single Family Residential,29 Begg Dr,Chappaqua,NY,10514,759000,3,2.5,Chappaqua,1991,18730,1934,1,Garage,67,Active,,,,2016-07-11,789000,2006-05-01,831000,http://www.redfin.com/NY/Chappaqua/29-Begg-Dr-10514/home/20085895,"Hudson Gateway Multiple Listing Service, Inc.",4622231,"William Raveis-New York, LLC",N,Y,41.161277,-73.780822,false
MLS Listing,Single Family Residential,76 Marcourt Dr,Chappaqua,NY,10514,1375000,4,2,Chappaqua,2260,268329,1950,0,,73,Active,,,,2016-07-08,1475000,1998-03-04,563500,http://www.redfin.com/NY/Chappaqua/76-Marcourt-Dr-10514/home/20087971,"Hudson Gateway Multiple Listing Service, Inc.",4620833,Houlihan Lawrence Inc.,N,Y,41.170019,-73.782,false
MLS Listing,Single Family Residential,21 Random Farms Cir,Chappaqua,NY,10514,1100000,4,3,Chappaqua,4318,54450,1988,2,Garage,73,Active,,,,,1100000,,,http://www.redfin.com/NY/Chappaqua/21-Random-Farms-Cir-10514/home/20091124,"Hudson Gateway Multiple Listing Service, Inc.",4619884,Houlihan Lawrence Inc.,N,Y,41.206807,-73.776741,false
MLS Listing,Single Family Residential,1008 King St,Chappaqua,NY,10514,695000,1,1.5,Chappaqua,1052,43124,1904,0,,76,Active,,,,,695000,2011-05-09,401600,http://www.redfin.com/NY/Chappaqua/1008-King-St-10514/home/20098091,"Hudson Gateway Multiple Listing Service, Inc.",4620098,Elite Properties,N,Y,41.132743,-73.749311,false
MLS Listing,Single Family Residential,85 W Orchard Rd,Chappaqua,NY,10514,1395000,4,3,Chappaqua,5714,202554,1990,2,Garage,77,Active,,,,2016-06-08,1495000,2015-06-10,725000,http://www.redfin.com/NY/Chappaqua/85-W-Orchard-Rd-10514/home/20093971,"Hudson Gateway Multiple Listing Service, Inc.",4617378,Douglas Elliman Real Estate,N,Y,41.196416,-73.789807,false
MLS Listing,Single Family Residential,254 Hamilton Rd,Chappaqua,NY,10514,2199000,5,4.5,Chappaqua,3842,61332,1927,2,Garage,77,Active,,,,,2199000,1998-10-19,860000,http://www.redfin.com/NY/Chappaqua/254-Hamilton-Rd-10514/home/20031598,"Hudson Gateway Multiple Listing Service, Inc.",4619196,Houlihan Lawrence Inc.,N,Y,41.157721,-73.780319,false
MLS Listing,Single Family Residential,1 Meadow Hill Way,Chappaqua,NY,10514,4995000,7,8,Chappaqua,7700,161172,2016,3,Garage,77,Active,,,,,4995000,2004-01-07,1050000,http://www.redfin.com/NY/Chappaqua/1-Meadow-Ln-10514/home/20087277,"Hudson Gateway Multiple Listing Service, Inc.",4620384,Houlihan Lawrence Inc.,N,Y,41.1650769,-73.779669,false
MLS Listing,Single Family Residential,10 Hayrake,Chappaqua,NY,10514,1795000,5,4.5,Chappaqua,3540,55974,1960,2,Garage,80,Active,,,,,1750000,2002-08-28,1250000,http://www.redfin.com/NY/Chappaqua/10-Hayrake-Ln-10514/home/20092588,"Hudson Gateway Multiple Listing Service, Inc.",4620572,Housepad LLP,N,Y,41.1848218,-73.7706131,false
MLS Listing,Single Family Residential,30 Hemlock Hls (Unable to map),Chappaqua,NY,10514,4295000,6,7,Chappaqua,6448,439084,1938,3,Garage,80,Active,,,,,4295000,,,http://www.redfin.com/NY/Chappaqua/30-HEMLOCK-HLS-Unknown/home/20092565,"Hudson Gateway Multiple Listing Service, Inc.",4620363,Houlihan Lawrence Inc.,N,Y,,,false
MLS Listing,Single Family Residential,11 Longview Ln,Chappaqua,NY,10514,899000,4,2.5,Chappaqua,2484,87869,1969,2,Garage,81,Active,,,,,899000,,,http://www.redfin.com/NY/Chappaqua/11-Longview-Ln-10514/home/20094215,"Hudson Gateway Multiple Listing Service, Inc.",4528870,"William Raveis-New York, LLC",N,Y,41.2038889,-73.760974,false
MLS Listing,Single Family Residential,18 Pebblebrook Way,Chappaqua,NY,10514,1399000,4,3.5,Chappaqua,5896,101059,2000,2,Garage,81,Active,,,,,1399000,2001-08-06,903580,http://www.redfin.com/NY/Chappaqua/18-Pebblebrook-Way-10514/home/20029541,"Hudson Gateway Multiple Listing Service, Inc.",4613443,Douglas Elliman Real Estate,N,Y,41.156246,-73.797543,false
MLS Listing,Single Family Residential,773 King St,Chappaqua,NY,10514,1850000,3,3,Chappaqua,3741,240015,2001,3,Garage,83,Active,,,,,1850000,2006-07-25,2350000,http://www.redfin.com/NY/Chappaqua/773-King-St-10514/home/20088709,"Hudson Gateway Multiple Listing Service, Inc.",4619680,William Raveis Real Estate,N,Y,41.143516,-73.749354,false
